NOME,CNPJ,END.,SITE,SEG,FOMATO,TFIXO,RESPON,EMAIL,NCM1,NCM2,MOTIVO,IMPORT,IMPORTK,PAISES,CARGO
ECOLOGICA LIMITADA,02.027.987/0001-63,"RUA ARAXÁ, 531/101, GRAJAÚ, RIO DE JANEIRO/RJ, ZC 20561-114",franciscoramosfalcao@gmail.com,Chemicals & Pharmaceuticals  ,Distribuidor,552125774077 ,FRANCISCO ANTONIO RAMOS DA FONSECA,franciscoramosfalcao@gmail.com,391239,,,,,,
ORENSE ASSESSORIA EM COMERCIO EXTERIOR LTDA.,04.762.4848/0001-76,R AUGUSTO CORREIA LEITE 571  CEP  03.726-100 ENGENHEIRO GOULART SAO PAULO SP,infogrambrasil@gmail.com,Health & Medical devices,Distribuidor,551133265151 ,SHIM YONG,infogrambrasil@gmail.com,38220090,,,,,,
TESO - RFC IMPORTACAO E EXPORTACAO DE FERRAMENTAS LTDA,30.499.870/0001-18,"RUA AVELINO SIGNOR, 130 – BARRACAO - BENTO GONCALVES - RS",ricardo@rompedoresteso.com,Machinery & Heavy equipment,Manufacture,555434549900 ,RICARDO CAPRARA,ricardo@rompedoresteso.com,843190,,,,,,
3C COMERCIAL DE AUTO PECAS LTDA,37.625.548/0001-37,"ALAMEDA FRANCISCO ALVES, 230, BAIRRO JARDIM, SANTO ANDRÉ, SP - 09090-790",vendas@3cautopecas.com.br,Automobiles & Vehicles,Manufacture,551144338050 ,FABIANO CRUZ,vendas@3cautopecas.com.br,870899,,,,,,
NOVOMEDICA COMERCIO IMPORTACAO E EXPORTACAO LTDA,00.846.380/0001-80,"AL. SUB TENENTE FRANCISCO HIERRO, 422 - SÃO PAULO - SP",cesarnicolino@novomedica.com.br,Health & Medical devices,Distribuidor,551121815454 ,CESAR NICOLINO,cesarnicolino@novomedica.com.br,902214,,,,,,
SEEGENE DO BRASIL COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA,27.870.531/0001-91,"AV. BRIGADEIRO EDUARDO GOMES,  Nº 2.040, SALA 305 - BAIRRO GLÓRIA – BELO HORIZONTE/MG- CEP: 30.870-100 -",guilherme.ambar@seegenebrazil.com.br,Health & Medical devices,Distribuidor,553125153003 ,GUILHERME AMBAR,guilherme.ambar@seegenebrazil.com.br,30021019,,,,,,
EATON LTDA,546258190/001-73,"R. CLARK, 2061 - MACUCO, VALINHOS - SP, 13279-801",rodrigo.faggiano@eaton.com,Automobiles & Vehicles,Manufacture,1120206406 ,RODRIGO FAGGIANO,rodrigo.faggiano@eaton.com,848390,,,,,,
MCN COMERCIO DE EQUIPAMENTOS ELETRICOS E ELETRONICOS LTDA,65.590.473/0001-31,R CISPER 608  CEP 03.823-020 VILA NOVA TERESA SAO PAULO SP,pauloport@pauloport.com.br,"Electronics, Computers & Telecommunication",Manufacture,551125465164 ,MIGUEL ,pauloport@pauloport.com.br,850440,,,,,,
RBTV COMUNICACAO E PRODUCAO - EIRELI - REDE BRASIL DE TELEVISAO,08.873.763/0001-59,R TOCANTINS 159 CEP 09.580-130 NOVA GERTI SAO CAETANO DO SUL SP,joaoluiz@rbtv.com.br,"Electronics, Computers & Telecommunication",Manufacture,551150785900 ,JOAO LUIZ BORGES,joaoluiz@rbtv.com.br,8525802,,,,,,
DFL INDUSTRIA E COMERCIO S/A.,33.112.665/0001-46,"RUA ANDRÉ ROCHA, 3210 - TAQUARA - RIO DE JANEIRO – RJ",Joel.kos@dfl.com.br,Health & Medical devices,Distribuidor,552135286827 ,JOEL KOS,Joel.kos@dfl.com.br,300215,,,,,,
DICOL DISTRIBUIDORA DE MATERIAIS ISOLANTES LTDA,94.058.922/0001-01,RUA VITOR VALPIRIO NÚMERO: 64 BAIRRO: ANCHIETA MUNICÍPIO: PORTO ALEGRE UF: RS - CEP: 90.200-230,dicol.rs@terra.com.br,Machinery & Heavy equipment,Manufacture,555133713506 ,PAULO PETTINI,dicol.rs@terra.com.br,820810,,,,,,
EQUIPROMINE COMERCIO E SERVICOS LTDA,13.306.868/0001-66,R ANTONIO DOMINGOS DA COSTA 359 LETRA: A;,luizeduardo@equipromine.com.br,Metals & Rubber & Plastic Products,Distribuidor,553132673713 ,LUIZ RIBEIRO DE SOUZA,luizeduardo@equipromine.com.br,848180,,,,,,
BT EQUIPAMENTOS INDUSTRIAIS,01.852.612/0001-75,"RUA RUI BARBOSA, 321 - JARDIM NOSSA SENHORA - TATUÍ - SP - ZC 18276-460",gleison@grupobt.com.br,Health & Medical devices,Distribuidor,551533058109 ,GLEISON ANSECIO,gleison@grupobt.com.br,621010,,,,,,
INBRASMEC INDUSTRIA MECANICA LTDA,59.527.630/0001-61,"RUA ARTHUR FERREIRA DOS SANTOS, 373 - JARDIM SANTA LIDIA - GUARULHOS - SP - 07140-003",marfranco@uol.com.br,Others,Manufacture,551132466100 ,MARCO FRANCO,marfranco@uol.com.br,391000,,,,,,
INSTITUTO BUTANTAN,61.821.344/0001-56,"AV DOUTOR VITAL BRASIL, 1500, BUTANTA, SAO PAULO, SP, CEP 05503-000, BRASIL",dimas.covas@butantan.gov.br,Health & Medical devices,Distribuidor,551126273703 ,DIMAS TADEU COVAS,dimas.covas@butantan.gov.br,300215,,,,,,
LOGIN TRADE COMERCIAL LTDA,23.389.756/0001-70,"RUA PROF. JOAQUIM SANTIAGO, 248, SÃO FRANCISCO DO SUL - SC - CEP 89240",bruno@logintrade.com,Automobiles & Vehicles,Distribuidor,554132424200 ,BRUNO CHICCINI,bruno@logintrade.com,391990,,,,,,
R. BAIAO INDUSTRIA E COMERCIO LTDA - EPP,19.671.783/0001-63,"R VEREADOR BENEDITO AUGUSTO VIEIRA, 385 BAIRRO VILA CASAL CIDADE UBÁ CEP 36.500-000 ",diretoria1@rbaiao.com.br,Metals & Rubber & Plastic Products,Distribuidor,553235393293 ,ROBERTO LOPES BAIAO,diretoria1@rbaiao.com.br,392010,,,,,,
RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI,15.453.449/0001-82,"RUA URANO, 77 - SANTA LÚCIA, BELO HORIZONTE, MG, ZC 30350-580",gabriel@resgatecnica.com.br,Health & Medical devices,Distribuidor,553132902300 ,GABRIEL DUARTE,gabriel@resgatecnica.com.br,621010,,,,,,
SKEET MARINE COMERCIO EIRELI,01.569.157/0001-03,R DO OUVIDOR 00060 SAL 902,lfigueiredo@skeetgroup.com,Metals & Rubber & Plastic Products,Distribuidor,552141410970 ,LINDBERG FIGUEREDO FILHO,lfigueiredo@skeetgroup.com,848180,,,,,,
SOL FILME - LENI RIBEIRO RAMOS DEOLINDO,31.476.983/0001-60,"RUA RODOLFO BERNARDELLI, 506, CURITIBA - PR - CEP 81580",contato@solfilme.com.br,Automobiles & Vehicles,Distribuidor,5541999155820 ,LUCIANO DEOLINDO,contato@solfilme.com.br,391990,,,,,,
TOKYO TRATORES LTDA,71.167.779/0001-82,"ANEL RODOVIARIO CELSO MELLO AZEVEDO, 11293 CEP - DOM BOSCO – BELO HORIZONTE - MG - CEP 30850",filipearcher@tokyotratores.com.br,Machinery & Heavy equipment,Manufacture,553134445863 ,FILIPE GUIMARAES ARCHER,filipearcher@tokyotratores.com.br,843069,,,,,,
UP TECH BRASIL COMERCIO DE ROLAMENTOS LTDA - EPP,18.952.004/0001-35,"RUA SILVA JARDIM, 366 - VILA VIANELO - JUNDIAI - SP- CEP 13207-210",marcio@uptechbrasil.com,Machinery & Heavy equipment,Manufacture,551133798863 ,MARCIO BRANDÃO,marcio@uptechbrasil.com,843069,,,,,,
ENSOFILL PRODUTOS ESTÉTICOS LTDA,31.119.752/0001-8,"RUA TIJUCO PRETO, 393 - COMPLEMENTO: CONJ 36 ANDAR 3 BAIRRO: TATUAPE  CEP: 03316-000 MUNICÍPIO: SÃO PAULO  ESTADO: SÃO PAULO ",nivaldo@ensofill.com.br,Health & Medical devices,Distribuidor,551126282707 ,NIVALDO GOUVEIA,nivaldo@ensofill.com.br,330499,,,,,,
BIOSYS LTDA,02.220.795/0001-79,"R CORONEL GOMES MACHADO, 358 - BAIRRO CENTRO - CIDADE NITERÓI - CEP 24.020-112",jpj@biosys.com.br,Health & Medical devices,Distribuidor,552139072534 ,JOAO PAULO,jpj@biosys.com.br,30021019,,,,,,
LOCCUS DO BRASIL LTDA,05.094.718/0001-08,"R.   SANTA   MÔNICA,   820|COTIA-SP–BRASIL | 06715-865",eduardo.araujo@loccus.com.br,Health & Medical devices,Distribuidor,551155143290 ,EDUARDO ARAUO,eduardo.araujo@loccus.com.br,30021019,,,,,,
AUDACE TRADE IMPORTACAO E EXPORTACAO EIRELI,17.019.674/0001-30,"R. ANITA GARIBALDI, 141 - SANTA MARIA SÃO CAETANO DO SUL - SP, 09560-250",leonardo@audacetrade.com.br,Health & Medical devices,Distribuidor,4834123438 ,LEONARDO CONCEIÇÃO,leonardo@audacetrade.com.br,621010,,,,,,
BLUE TRADE IMPORTACAO E EXPORTACAO LTDA,27.839.998/0001-79,"R. PRES. NEREU RAMOS, 69 - SÃO JOSÉ SÃO CAETANO DO SUL - SP, 09581-240",fatima@bluetrade.com.br,Health & Medical devices,Distribuidor,4732477100 ,FATIMA ALVES,fatima@bluetrade.com.br,621010,,,,,,
GRUPO GR - GARANTIA REAL SEGURANCA LTDA,68.317.817/0007-17,RUA MATO GROSSO (ZONA NORTE) - NÚMERO: 427 - BAIRRO: CABRAL- MUNICÍPIO: TERESINA - UF: PI - CEP: 64.000-710,thiciane.goncalves@grupogr.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551138661700 ,THICIANE PRUDENTE,thiciane.goncalves@grupogr.com.br,8525802,,,,,,
PREFEITURA MUNICIPAL DE CAMPINAS MUNICIPIO DE CAMPINAS,51.885.242/0001-40,"AV. ANCHIETA, 200 - CENTRO - CAMPINAS - SP, 13015-101 ",gabinete.prefeito@campinas.sp.gov.br,Health & Medical devices,Distribuidor,551921160555 ,JOSE FRANCISCO KEER,gabinete.prefeito@campinas.sp.gov.br,621010,,,,,,
SISI COSMETICOS - IMPORTACAO E EXPORTACAO LTDA,29.410.855/0001-72,RUA CONEGO ANTONIO LESSA 255 ANDAR 1,marcelo@sisicosmeticos.com.br,Health & Medical devices,Distribuidor,551120814988 ,MARCELO NOH,marcelo@sisicosmeticos.com.br,330410,,,,,,
TERRA NOVA TRADING LTDA,39.828.926/0001-05,"AV.BRIGADEIRO FARIA LIMA, 1656 - SP, 07132-013",lgandolfo@tnova.com.br,Health & Medical devices,Distribuidor,1138113811 ,LUIZA GANDOLFO,lgandolfo@tnova.com.br,621010,,,,,,
AMJUR COMERCIO IMPORTACAO EXPORTACAO LTDA,05558532/0001-62,"AL ASIA, 124, POLO EMPRESARIAL TAMBORÉ",maite@carparts.com.br,Health & Medical devices,Distribuidor,551141523001 ,MAITE JURADO,maite@carparts.com.br,30021019,,,,,,
FIRJAN - FEDERACAO DAS INDUSTRIAS DO ESTADO DO RIO DE JANEIRO,42.422.212/0001-07,"AV GRACA ARANHA, 1, SBJ 2E10 PT 11 A 13 - BAIRRO CENTRO - CIDADE RIO DE JANEIRO - CEP 20.030-002",pfurio@firjan.com.br,Health & Medical devices,Distribuidor,552125634554 ,PAULO ROBERTO FURIO,pfurio@firjan.com.br,30021019,,,,,,
ARGUS ENGENHARIA LTDA,15.230.574/0001-23,"RUA MAFALDA MARIA IMPERATO PINHATA, 56 - BAIRRO NOVA VONHEDO - CEP 13284-076 - VINHEDO - SÃO PAULO",jose.assuncao@argus-engenharia.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551938266670 ,JOSE ASSUNCAO,jose.assuncao@argus-engenharia.com.br,902710,,,,,,
C4M SOLUCOES EM SEGURANCA DO TRABALHO LTDA,24.253.611/0001-00,"ALAMEDA TERRACOTA, 185 - CEP 09530-200, SÃO CAETANO DO SUL, SP",rafael.rocha@c4m.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551135655579 ,RAFAEL ROCHA,rafael.rocha@c4m.com.br,902710,,,,,,
CHROMPACK INSTRUMENTOS CIENTIFICOS LTDA.,01.004.749/0001-70,"AV. ENG. SARAIVA DE OLIVEIRA, 465 - CEP 05741-200 - JARDIM TABOAO, SÃO PAULO, SP",alexandre@chrompack.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551133849320 ,ALEXANDRE FASCONA,alexandre@chrompack.com.br,902710,,,,,,
CONAI EQUIPAMENTOS INDUSTRIAIS LTDA.,65.880.106/0001-72,"RUA FRANCISCO MARENGO, 273 - TATUAPE – SÃO PAULO – SP - ZC 03313-000",leonardo@conai.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551122950044 ,LEONARDO GADENCIO,leonardo@conai.com.br,902710,,,,,,
CONAUT CONTROLES AUTOMATICOS LTDA,60.659.166/0002-27,"ESTRADA LOUÍS PASTEUR, 382, PARQUE INDUSTRIAL DO PINHEIRINHO, EMBU DAS ARTES - SP, ZC 06835-701",helvio.vollu@conautrj.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551147852700 ,HELIO VOLLU,helvio.vollu@conautrj.com.br,902710,,,,,,
COSMA DO BRASIL PRODUTOS E SERVICOS AUTOMOTIVOS LTDA,02.591.818/0007-47,"TORRE A - R. JOSÉ VERSOLATO, 101 - 14 ANDAR - JARDIM GAGLIARDI, SÃO BERNARDO DO CAMPO - SP, 09891-001",Fabricio@magna.com,Automobiles & Vehicles,Distribuidor,555130796713 ,MARCIO FABRICIO,Fabricio@magna.com,85044030,,,,,,
EMPRESA DE NAVEGACAO ELCANO S/A,04.616.210/0004-02,"PRAIA DE BOTAFOGO, 440-12 ANDAR - BOTAFOGO, RIO DE JANEIRO, RJ, ZC 22250-040",juan.cordeiro@mac.com,Metals & Rubber & Plastic Products,Distribuidor,552121239800 ,JUAN CORDEIRO,juan.cordeiro@mac.com,730890,,,,,,
FOREVER KIDS,17.165.102/0001-60,"RUA TRES RIOS, 218 COMPLEMENTO: LOJA E SUBSOLO BAIRRO: BOM RETIRO CEP: 01123-001  MUNICÍPIO: SÃO PAULO ESTADO: SÃO PAULO",contato@foreverkids.com.br,Others,Distribuidor,551129247622 ,YURI KIM,contato@foreverkids.com.br,621112,,,,,,
INTECH BOATING INDUSTRIA E COMERCIO DE EMBARCACOES LTDA,03.968.900/0001-15,"AVENIDA PEDRA BRANCA, 222 - CENTRO LOGÍSTICO CASSOL, PALHOÇA - SC - ZC 88137-270",neto@intechboating.com,Metals & Rubber & Plastic Products,Distribuidor,554832781169 ,JOSE GALIZO,neto@intechboating.com,730890,,,,,,
KAN ESTALEIRO LTDA,22.315.531/0001-06,"AV LUIZ ALBERTO ZANONI, 11, ZC 11420-720 - GUARUJÁ - SP",contato@okeanyachts.com,Metals & Rubber & Plastic Products,Distribuidor,551125002171 ,KATIA MARIA MONTEIRO,contato@okeanyachts.com,730890,,,,,,
BLEND HAIR & CARE CABELEIREIROS LTDA,33.060.647/0001-68,AV DR GUILHERME DUMONT VILARES - NÚMERO 2430 - CEP 05640-004 BAIRRO JARDIM LONDRINA MUNICÍPIO SAO PAULO  UF SP,lucianapcg@ig.com.br,Beauty & Living Ware,Distribuidor,5516997885010 ,LUCIANA PRATELLESI,lucianapcg@ig.com.br,330410,,,,,,
MARINE CENTER IMPORTACAO E EXPORTACAO LTDA,05.807.710/0001-41,"RODOVIA BR 262, KM 5,5, Nº 5627, BAIRRO SÃO FRANCISCO, CARIACICA, ES, ZC 29145-409",gerencia@marinecenter.com.br,Metals & Rubber & Plastic Products,Distribuidor,552721246958 ,SILVIONEI ROCHA,gerencia@marinecenter.com.br,730890,,,,,,
ALFA HOSTING DISTRIBUIÇÃO E IMPORTAÇÃO DE MEDICAMENTOS E ALIMENTOS LTDA,26.399.046/0001-19,ADE CONJUNTO 5 LOTES 10/11 - ÁREA DE DESENVOLVIMENTO ECONÔMICO (ÁGUAS CLARAS) - BRASÍLIA/DF,fabiano.medicamentos@gmail.com,Health & Medical devices,Distribuidor,556132222002 ,FABIANO QUEIROZ,fabiano.medicamentos@gmail.com,621010,,,,,,
ECO ESTUFAS AGRÍCOLAS LTDA,17.317.883/0001-60,"RUA ALZIRO DE OLIVEIRA 231, JARDIM MORUMBI, BRAGANÇA PAULISTA, SP, ZC 12926-030",anderson@ecoestufas.com.br,Metals & Rubber & Plastic Products,Distribuidor,551140351499 ,ANDERSON SILVA,anderson@ecoestufas.com.br,392010,,,,,,
ESTATICON INDÚSTRIA E COMÉRCIO DE PRODUTOS ANTIESTÁTICOS LTDA,14.077.353/0001-02,"RUA MARIA CLARA MARTINS DA SILVEIRA, 152, SÃO PAULO, SP, ZC 04675-170",diretoria@estaticon.com.br,Health & Medical devices,Distribuidor,551125012829 ,ANDRE SALGADO,diretoria@estaticon.com.br,621010,,,,,,
IMPULSE IMPORTACAO INDUSTRIA E COMERCIO LTDA,208.723.68/0001-57,"AVENIDA EXPEDITO FARIA DE TAVARES, 221, TIROL - BELO HORIZONTE, MG",bobfreire@impulseimportacao.com,Health & Medical devices,Distribuidor,553125380065 ,ROBERTO FREIRE,bobfreire@impulseimportacao.com,621010,,,,,,
OIW INDUSTRIA ELETRONICA S.A,07.212.549/0001-99,"RUA CAMPO ROMERO, 295 , UNIAO TAQUARI – RS 95860-000",roberto.ferreira@oiw.com.br,"Electronics, Computers & Telecommunication",Distribuidor,555136536800 ,ROBERTO FERREIRA,roberto.ferreira@oiw.com.br,90011,,,,,,
PENEDOREIS COMERCIO VAREJISTA DE FILTROS LTDA,23.671.551/0001-82,"RUA BELO HORIZONTE, 1457, SALA 05, ADRIANOPOLIS, MANAUS – AM, ZC 69057-060",comercial@arpensolucoes.com.br,Health & Medical devices,Distribuidor,559233212173 ,THIAGO PENEDO,comercial@arpensolucoes.com.br,621010,,,,,,
VALFILM - MG INDUSTRIA DE EMBALAGENS LTDA,07.183.852/0009-68,"RODOVIA PRESIDENTE DUTRA S/Nº, KM 55, GALPÃO 1 E 3 COND. INDUSTRIAL, LORENA, SP",caio.quadros@valfilm.com.br,Metals & Rubber & Plastic Products,Distribuidor,551221244480 ,CAIO QUADROS,caio.quadros@valfilm.com.br,392010,,,,,,
ENGEZER - SOLUCAO EM ANALISE DE GASES,08.453.826/0001-18,"RUA BRAULIO CORDEIRO, 730 - JACARE - CEP 20975-090 - RIO DE JANEIRO - RJ",sergio.ferreira@engezer.com.br,"Electronics, Computers & Telecommunication",Distribuidor,552134458120 ,SERGIO FERREIRA,sergio.ferreira@engezer.com.br,902710,,,,,,
4THINKS - MARCUS GLAUCO FARIA DE SANT ANNA,34.054.332/0001-70,"R. VINTE E OITO DE NOVEMBRO, 189 - CENTRO NORTE, DOIS VIZINHOS - PR, CEP: 85660-000.",marcus.glauco@gmail.com,"Electronics, Computers & Telecommunication",Manufacturing,554531910074 ,MARCUS GLAUCO,marcus.glauco@gmail.com,200520,,,,,,
HI-MIX ELETRONICOS S/A,14.785.345/0001-02,"R JOAO VIGANO NETO, 170, SALA A, NUCLEO BOM RETIRO, PATO BRANCO, PR, CEP 85501-970, BRASIL",rossano.bartolomeu@hi-mix.com.br,"Electronics, Computers & Telecommunication",Manufacturing,554633138500 ,ROSSANO ,rossano.bartolomeu@hi-mix.com.br,850650,,,,,,
IDEAL BRASIL IND E COM DE INFRA ESTRUTURA TELECOM LTDA,11.034.794/0001-20,"RUA ANTONIO SCHIAVON, 290, CHACARA TRES MARIA, CAMPINAS/SP",joaocarlos@idealbrasil.com.br,"Electronics, Computers & Telecommunication",Manufacturing,551932810080 ,JOAO CARLOS,joaocarlos@idealbrasil.com.br,730820,,,,,,
INTERGARD DO BRASIL INDUSTRIA E COMERCIO DE ELETRONICOS E MECANICOS LTDA,02.928.088/0001-31,AV CAPITAO CASA - NÚMERO: 1479 - COMPLEMENTO: ANEXO 1485 - BAIRRO: DOS CASA - MUNICÍPIO: SAO BERNARDO DO CAMPO - UF: SP - CEP: 09.812-000,igbr@intergard.com.br,"Electronics, Computers & Telecommunication",Distribuidor,,JOSÉ CARLOS CECHI,igbr@intergard.com.br,83014000,,,,,,
IPACOL MAQUINAS AGRICOLAS LTDA,05.825.524/0001-35,"R ZELINDO FRIZON, NÚMERO: 257, BAIRRO: DIST. INDUSTRIAL ILDO PARISE - • CEP: 95.330-000 • MUNICÍPIO: VERANOPOLIS - • UF: RS- ",cantoniolli@ipacol.com.br,"Electronics, Computers & Telecommunication",Distribuidor,555434419680 ,CARLOS ANTONIO RAMOS,cantoniolli@ipacol.com.br,841410,,,,,,
KRON INSTRUMENTOS ELETRICOS LTDA,60.891.033/0001-09,"RUA ALEXANDRE DE GUSMÃO, 278 CEP: 04760-020 SÃO PAULO-SP",robertobedicks@kron.com.br,"Electronics, Computers & Telecommunication",Manufacturing,551155252000 ,ROBERTO BEDICKS,robertobedicks@kron.com.br,200520,,,,,,
PCM COMISSIONAMENTO LTDA,09.587.854/0001-90,"R. RIO GRANDE DO NORTE, 1436 - 6º AND. • SAVASSI   BH / MG",rodrigo@pcmcomissionamento.com.br,"Electronics, Computers & Telecommunication",Manufacturing,553133700676 ,RODRIGO ,rodrigo@pcmcomissionamento.com.br,852380,,,,,,
RENYLAB QUÍMICA E FARMACÊUTICA LTDA,00.562.583/0001-44,"BR-040, KM 697 - SÃO PEDRO, BARBACENA - MG, 36205-666",renata.vaz@renylab.ind.br,Health & Medical devices,Distribuidor,553233314489 , RENATA VAZ,renata.vaz@renylab.ind.br,300215,,,,,,
TECNOLATINA INDUSTRIA E COMERCIO LTDA,01.416.018/0001-31,"RUA SANTOS PRADO, 62 - SACOMA - SAO PAULO - SP - 04253-030",juscelino.veiga@gmail.com,"Electronics, Computers & Telecommunication",Distribuidor,5511997801167 ,JUSCELINO VEIGA,juscelino.veiga@gmail.com,842139,,,,,,
"WN HOSPITALAR - WN COMERCIO, IMPORTAÇÃO E REPRESENTAÇÕES LTDA",03.442.420/0001-16,"AV. MAUÉS, 565, CACHOEIRINHA, MANAUS/AM CEP: 69.065-070 BRAZIL",comext@wnhospitalar.com.br,Health & Medical devices,Distribuidor,559233038600 ,DARIO BARBOSA LIAF,comext@wnhospitalar.com.br,300215,,,,,,
PERLATENDA CONSERTO DE EQUIPAMENTOS HOSPITALARES LTDA,01.744.640/0001-79,R CARAIBAS - NÚMERO: 310 - COMPLEMENTO: QUADRA01 LOTE 13 - BAIRRO: JD MARILIZA - MUNICÍPIO: GOIANIA - UF: GO - CEP: 74.885-090,nta@ih.com.br,Health & Medical devices,Distribuidor,556232734062 ,NORMA ,nta@ih.com.br,902110,,,,,,
ZALIKA GROUP,29.536.205/0001-78,RUA CHOPIN - NÚMERO: 33 - COMPLEMENTO: MZNINO3 SALA 3 - BAIRRO: CHACARAS REUNIDAS SANTA TEREZINHA - MUNICÍPIO: CONTAGEM - UF: MG - CEP: 32.183-150,daniela.tabak@zalikagroup.com,Health & Medical devices,Distribuidor,551123620552 ,DANIELA LIFSCHITZ,daniela.tabak@zalikagroup.com,282731,,,,,,
"INNOVAC COMERCIO , IMPORTACAO E EXPORTACAO DE MEDICAMENTOS E SERVICOS ADMINISTRATIVOS LTDA",32.086.728/0001-74,RUA DOM PEDRO HENRIQUE DE ORLEANS E BRAGANÇA 842 VILA JAGUARA – SÃO PAULO,andre.soto@hotmail.com,Health & Medical devices,Distribuidor,551126995573 ,ANDRE SOTO,andre.soto@hotmail.com,382200,,,,,,
BIOTEC BIOLOGICA INDÚSTRIA FARMACÊUTICA LTDA,10.446.719/0001-04,"AV. CENTRAL, 137 POLO EMP. NOVA CANAÃ SENADOR CANEDO-GO - CEP  75257-175",glefferson@gmail.com,Health & Medical devices,Distribuidor,556238786800 ,GLEFFERSON FERREIRA,glefferson@gmail.com,30049099,,,,,,
INTERVALUE COMERCIAL IMPORTADORA LTDA,34.387.230/0001-77,"AV CORONEL MARCOS KONDER 1024, SALA 21 B, CENTRO, ITAJAI, SC",tony_paiffer@hotmail.com,Beauty & Living Ware,Distribuidor,554721229898 ,TONY PAIFFER,tony_paiffer@hotmail.com,330499,,,,,,
KOSBEL COMERCIO IMPORTACAO E EXPORTACAO DE COSMETICOS EIRELI,33.863.444/0001-00,"AVENIDA SEN QUEIROS, 605 - CONJ 1903 - CENTRO - SAO PAULO - SP - 01026-001",contato@kosbel.com,Beauty & Living Ware,Distribuidor,5511942261423 ,DARIA ,contato@kosbel.com,35069120,,,,,,
MEGAPETSHOP DISTRIBUIDORA EIRELI,07.403.516/0001-26,"AVENIDA BRASIL, 261 - NAVEGANTES - PORTO ALEGRE - RS - CEP: 90230-061",tiago@megapetshop.com.br,Others,Distribuidor,555130938200 ,TIAGO MARTINS,tiago@megapetshop.com.br,961590,,,,,,
MENZOIL INDUSTRIA DE LUBRIFICANTES LTDA,06.160.091/0001-09,R KARL KIELBLOCK - NÚMERO: 989 - BAIRRO: RESIDENCIAL BURCK - MUNICÍPIO: LOUVEIRA - UF: SP - CEP: 13.290-000,pcp@menzoil.com,Chemicals & Pharmaceuticals  ,Distribuidor,551938788600 ,FERNANDO CAMPOS,pcp@menzoil.com,381121,,,,,,
MERCOCLEAN SISTEMAS DE HIGIENIZAÇÃO E LIMPEZA,04.687.698/0001-16,"RUA AIMORES, 915  - CENTRO - TUPA - SP - 17601-020",pedro.sanabio@mercoclean.com,Health & Medical devices,Distribuidor,552137950406 ,PEDRO SANÁBIO ,pedro.sanabio@mercoclean.com,40151900,,,,,,
TRIPET DISTRIBUICAO LTDA,68.551.662/0001-93,"AV FRANCISCO RIBEIRO, 1555 - BAIRRO SANTA MONICA - CIDADE UBERLÂNDIA - MG - CEP 38.408-186",pc@tripet.com.br,Others,Distribuidor,553432556999 ,PAULO CESAR,pc@tripet.com.br,961590,,,,,,
LEME COMERCIO EXTERIOR LTDA,73.913.030/0001-62,"RUA GERTRUDES SEBERINO DA SILVA, 95, GASPAR – SC - CEP 89116",joaquim@leme.com.br,Automobiles & Vehicles,Distribuidor,554733325773 ,JOAQUIM LOPES,joaquim@leme.com.br,391990,,,,,,
MADRID COMERCIAL IMPORTADORA E EXPORTADORA,30.356.266/0001-32,"RUA SAMUEL HEUSI, 463, SALA 1002, CENTRO, ITAJAI-SC - CEP 88301",jose@madrid.com.br,Automobiles & Vehicles,Distribuidor,554730463004 ,JOAO PEDRO,jose@madrid.com.br,391990,,,,,,
MAHLE METAL LEVE S/A,60476884/0001-87,"AVENIDA ERNST MAHLE, 2000, MOMBACA, MOGI GUAÇU - SP - CEP 13849900",jose.port@br.mahle.com,Furniture & Home Decor,Distribuidor,1938619430 ,JOSE PORT,jose.port@br.mahle.com,848350,,,,,,
SIMOLDES PLASTICOS INDUSTRIA LIMITADA,01.214.052/0001-23,"RODOVIA JOAO DO AMARAL GURGEL, KM 1 - JARDIM AMERICA - CACAPAVA - SP - 12285-810",luciana.ramos@simoldes.com.br,Automobiles & Vehicles,Distribuidor,551232211576 ,LUCIANA RAMOS,luciana.ramos@simoldes.com.br,392330,,,,,,
SOLUCAO SISTEMAS DE COMBATE A INCENDIO - EIRELI,17.985.822/0001-71,"RUA PADRE ROSER, 209 - LTO DE SANTANA - SÃO PAULO/SP * CEP: 02417-150",compras@firex.com.br,Others,Distribuidor,551129943011 ,ROSE QUILICI,compras@firex.com.br,830710,,,,,,
TOPMEX IMPORTAÇÃO E EXPORTAÇÃO LTDA.,30.216.646/0001-71,"RUA NESTOR GUISSO, 408. BOX 30, SERRA – ES  - CEP 29161-019",henrique@topmex.com.br,Automobiles & Vehicles,Distribuidor,552733984600 ,HENRIQUE PEREIRA,henrique@topmex.com.br,391990,,,,,,
